_id,name,bic,isin,kurz,min,max,Negativní scénář (růstová míra %),Neutrální scénář (růstová míra %),Pozitivní scénář (růstová míra %)
65d74fc56941a3ad3e242bca,ATOMTRACE,BAAATOMT,CZ0009004792,42,15,220,-80.12,-7.95,64.88
65d74fc56941a3ad3e242bcb,PILULKA LÉKÁRNY,BAAPILLE,CZ0009009874,228,197,685,-67.78,-25.64,14.5
65d74fc56941a3ad3e242bcc,PRIMOCO UAV SE,BAAPRIUA,CZ0005135970,1070,382,1250,-12.53,24.56,63.1
